"Realm","Character","Img","Name","Tier","LM Ver","Effect","Mastery Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"XI","Arciela","","Bravery: Arciela","LMR++","LMR++1","Increases Black damage dealt by 10%, Grants [200% ATB 1] at the beginning of the battle, and casts [Brave Crystal's Might (Arciela)] after using three Black Magic/Witch abilities (max 1)","","Morrigan's Robe (XI)","勇晶・アシェラ","201111102","","","✓"
"XII","Vaan","","Thirst for Adventure","LM","LM1","PHY attacks deal 10% more damage when equipping a dagger","","-","未知への好奇心","201120100","","✓","✓"
"XII","Vaan","","Skybound","LM","LM2","Increases damage dealt by 5/10/15/20/30% if 1/2/3/4/5 of the target's stats are lowered","","-","青空に見る未来","201120101","","✓","✓"
"XII","Vaan","","Undaunted Courage","LMR","LMR1","Increases the duration of stat debuffs by 30%","ATK +10","Vaan's Vest (XII)","物怖じしない度胸","201120102","1","✓","✓"
"XII","Vaan","","Skyward Dreams","LMR","LMR2","25% chance of smart ether 1 to the user after activating a Thief ability","ATK +10","Vaan's Gauntlets (XII)","空賊への憧れ","201120103","4","✓","✓"
"XII","Vaan","","Tactless Thief","LMR","LMR3","25% chance to dualcast Thief abilities","ATK +10","Thief's Cap (XII)","自由すぎる発言","201120104","4","✓","✓"
"XII","Vaan","","Brother's Trust","LMR","LMR4","35% chance to grant [Quick Cast 1] to the user after using a Thief ability","ATK +10","Adamant Vest (XII)","亡き兄への信頼","201120105","4","✓","✓"
"XII","Vaan","","Bravery: Vaan","LMR++","LMR++1","PHY Damage +10% with Dagger equipped; Quick ATB 1 & Quick Cast at the start of battle","","Gigas Chestplate (XII)","勇晶・ヴァン","201120106","","",""
"XII","Balthier","","Cool Customer","LM","LM1","Increases Fire damage dealt by 10%","","-","キザな伊達男","201120200","","✓","✓"
"XII","Balthier","","Scourge of the Skies","LM","LM2","30% chance to cause [Imperil Fire 10% (15s)] to the target after using a Machinist ability","","-","最速と呼ばれし空賊","201120201","","✓","✓"
"XII","Balthier","","Leading Man","LMR","LMR1","25% chance to dualcast Machinist abilities","ATK +10","Goggle Mask (XII)","主人公を自負する者","201120202","1","✓","✓"
"XII","Balthier","","A Pirate's Life","LMR","LMR2","Grants [Attach Fire] at the beginning of the battle","ATK +10","Antares (XII)","空賊の心構え","201120203","4","✓","✓"
"XII","Balthier","","Bravery: Balthier (Fire)","LMR++","LMR++1","Increases Fire damage dealt by 10%, Grants [200% ATB 1] at the beginning of the battle, and casts [Brave Crystal's Might (Balthier)] after using three Machinist abilities (max 1)","","Ballistic Vest (XII)","勇晶・バルフレア炎","201120204","","","✓"
"XII","Fran","","Alluring Archer","LM","LM1","PHY attacks deal 10% more damage when equipping a bow","","-","優美なる射手","201120300","","✓","✓"
"XII","Fran","","Boundless Bond","LM","LM2","Increases the duration of stat debuffs by 40%","","-","種族を超えし絆","201120301","","✓","✓"
"XII","Fran","","Brawn and Brains","LMR","LMR1","30% chance to cause [Stun] to the target after using a Support ability when equipping a bow","ATK +10","Fran's Bracers (XII)","知勇兼ね備えし女戦士","201120302","1","✓","✓"
"XII","Fran","","Viera Mysteries","LMR","LMR2","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Fran's Helm (XII)","謎多きヴィエラ","201120303","4","✓","✓"
"XII","Fran","","Steady Copilot","LMR","LMR3","Grants [Attach Ice] at the beginning of the battle","ATK +10","Jade Gown (XII)","クールな副操縦士","201120304","4","✓","✓"
"XII","Fran","","Dead Shot","LMR","LMR4","25% chance to dualcast Sharpshooter or Machinist abilities","ATK +10","Burning Bow (XII)","優れし射撃の腕","201120305","4","✓","✓"
"XII","Fran","","Subversion (Fran)","LMR+","LMR+1","Causes [Imperil Ice 10% (15s)] after using three Ice abilities","ATK +10","Snow Scarf (XII)","耐降【フラン】","201120306","","✓","✓"
"XII","Fran","","Bravery: Fran","LMR++","LMR++1","Increases Ice and Lightning damage dealt by 10%, 100% chance to dualcast every third Ice and Lightning ability, Grants [200% ATB 1] at the beginning of the battle","","Rubber Suit (XII)","勇晶・フラン","201120307","","","✓"
"XII","Basch","","Captain's Honor","LM","LM1","Knight abilities deal 15% more damage","","-","誠実なる将軍","201120400","","✓","✓"
"XII","Basch","","Sworn to Protect","LM","LM2","40% chance to cover PHY attacks that target allies, reducing damage taken by 50%","","-","守護への固き誓い","201120401","","✓","✓"
"XII","Basch","","For Dalmasca","LMR","LMR1","Grants [Attach Holy] at the beginning of the battle","ATK +10","Basch's Gloves (XII)","ダルマスカに捧ぐ忠心","201120402","1","✓","✓"
"XII","Basch","","Captain's Might","LMR","LMR2","25% chance to dualcast Knight or Samurai abilities","ATK +10","Gauntlet (XII)","将軍の武威","201120403","5","✓","✓"
"XII","Basch","","Onslaught (Basch)","LMR+","LMR+1","35% chance to cast Inferno Strike after dealing damage with a Holy or Fire ability","ATK +10","Viking Axe (XII)","遊撃【バッシュ】","201120404","","✓","✓"
"XII","Basch","","Bravery: Basch","LMR++","LMR++1","100% chance to Dualcast every 3rd Holy/Fire ability & Holy/Fire Damage +10%; Quick ATB 1 at the start of battle","","Zodiac Spear (XII)","勇晶・バッシュ","201120405","","",""
"XII","Ashe","","Regal Bearing","LM","LM1","Increases Lightning damage dealt by 10%","","-","高潔なる振る舞い","201120500","","✓","✓"
"XII","Ashe","","Queen's Imperium","LM","LM2","35% chance to dualcast abilities that deal Lightning damage","","-","支配を糾す王女","201120501","","✓","✓"
"XII","Ashe","","Fallen Pride","LMR","LMR1","Grants [Attach Lightning] at the beginning of the battle","MAG +10","Ashe's Bracers (XII)","誇り失わぬ王女","201120502","1","✓","✓"
"XII","Ashe","","Chosen Future","LMR","LMR2","25% chance to cast an ability (BLK: single, 3x 3.03 magical Lightning/NE, restores 1500 HP to the lowest HP% ally) after dealing damage with a Lightning attack","MAG +10","Golden Shield (XII)","自らが選ぶ未来","201120503","4","✓","✓"
"XII","Ashe","","First Strike (Ashe)","LMR+","LMR+1","Grants [Instant ATB 1] and [Quick Cast] at the beginning of the battle","MAG +10","Royal Crown (XII)","疾速【アーシェ】","201120504","","","✓"
"XII","Ashe","","Bravery: Ashe","LMR++","LMR++1","100% chance to Dualcast every 3rd Lightning ability & Lightning Damage +10%; Quick ATB 1 at the start of battle","","Glass Tiara (XII)","勇晶・アーシェ","201120507","","",""
"XII","Penelo","","Fearless Friend","LM","LM1","WHT abilities restore 15% more HP","","-","けなげなガールフレンド","201120600","","✓","✓"
"XII","Penelo","","Dreams of the Dance","LM","LM2","35% chance to cast an ability (WHT: group, restores HP (25)) after using a Dancer ability","","-","踊り子を夢見る少女","201120601","","✓","✓"
"XII","Penelo","","Compassion's Hand","LMR","LMR1","25% chance to dualcast White Magic abilities","MND +10","Feathered Cap (XII)","溢れる思いやり","201120602","1","✓","✓"
"XII","Gabranth","","Dark Thoughts","LM","LM1","Increases Dark damage dealt by 10%","","-","無明の感情","201120700","","✓","✓"
"XII","Gabranth","","Fed by Hatred","LM","LM2","ATK +2% for each hit dealt with PHY attacks that deal Dark damage, up to +50%","","-","憎しみという名の糧","201120701","","✓","✓"
"XII","Gabranth","","Clad in Darkness","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","ATK +10","Barbut (XII)","黒鉄を纏いし武人","201120702","1","✓","✓"
"XII","Gabranth","","Bound by Vengeance","LMR","LMR2","25% chance to dualcast abilities that deal Dark damage","ATK +10","Gabranth's Gauntlet (XII)","血に飢えた復讐者","201120703","4","✓","✓"
"XII","Gabranth","","Magister of the 9th","LMR","LMR3","35% chance to grant Heavy Charge +1 to the user after using a Dark attack","ATK +10","Giant's Helmet (XII)","第9局の最高責任者","201120704","5","✓","✓"
"XII","Gabranth","","Bravery: Gabranth (Dark)","LMR++","LMR++1","100% chance to Dualcast every 3rd Dark ability & Dark Damage +10%; Quick ATB 1 at the start of battle","","Demon's Mail (XII)","勇晶・ガブラス闇","201120705","","",""
"XII","Larsa","","Velvet Glove","LM","LM1","WHT abilities restore 15% more HP","","-","執政者の才","201120800","","✓","✓"
"XII","Larsa","","Emperor-In-Waiting","LM","LM2","35% chance to dualcast White Magic abilities","","-","次代の皇帝","201120801","","✓","✓"
"XII","Larsa","","Arc of Justice","LMR","LMR1","25% chance to grant [Astra] to the target after using a single-target White Magic ability that restores HP on an ally","MND +10","Swordbreaker (XII)","歪みを正す信念","201120802","1","✓","✓"
"XII","Larsa","","Young Successor","LMR","LMR2","35% chance to grant [Astra] to the user after using a White Magic ability","MND +10","Lambent Hat (XII)","若き後継者","201120803","4","✓","✓"
"XII","Larsa","","Precocious Wisdom","LMR","LMR3","25% chance to cast an ability (WHT: group, restores HP (25), damages undeads) after using a White Magic ability","MND +10","Light Woven Shirt (XII)","天才児の英知","201120804","4","✓","✓"
"XII","Vayne","","Unswerving Resolve","LM","LM1","Increases Dark damage dealt by 10%","","-","迷いなき覚悟","201121000","","✓","✓"
"XII","Vayne","","War Strider","LM","LM2","35% chance to dualcast abilities that deal Dark damage","","-","覇道を歩む者","201121001","","✓","✓"
"XII","Vayne","","Bathed in Blood","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","ATK +5, MAG +5","Novus Leathers (XII)","血塗られた剣","201121002","1","✓","✓"
"XII","Vayne","","Refinement (Vayne)","LMR+","LMR+1","Increases Dark damage dealt by 25%","ATK +5, MAG +5","Mythril Armor (XII)","昇華【ヴェイン】","201121003","","✓","✓"
"XII","Vayne","","Bravery: Vayne (Dark)","LMR++","LMR++1","100% chance to Dualcast every 3rd Dark ability & Dark Damage +10%; Quick ATB 1 at the start of battle","","Howling Soul (XII)","勇晶・ヴェイン闇","201121004","","",""
"XII","Reks","","For Family","LM","LM1","Spellblade abilities deal 15% more damage","","-","弟想いの兄","201121100","","✓","✓"
"XII","Reks","","For King and Country","LM","LM2","35% chance to dualcast Spellblade abilities","","-","勇敢なる愛国者","201121101","","✓","✓"
"XII","Reks","","Youngest Knight","LMR","LMR1","25% chance to cast an ability (NAT: single, restores HP for 40% of the target's maximum HP) after using a Spellblade ability","ATK +10","Bone Mail (XII)","若き義勇兵","201121102","1","✓","✓"
"XII","Reks","","Refinement (Reks)","LMR+","LMR+1","Increases Lightning damage dealt by 25%","ATK +10","Crescent Sword (XII)","昇華【レックス】","201121103","","✓","✓"
"XIII","Lightning","","Bottled Lightning","LM","LM1","Increases Lightning damage dealt by 10%","","-","雷光を名乗りし者","201130100","","✓","✓"
"XIII","Lightning","","Radiant Champion","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","麗しき女神の騎士","201130101","","✓","✓"
"XIII","Lightning","","Gleaming Blade","LMR","LMR1","25% chance to dualcast abilities that deal Lightning damage","ATK +10","Lightning's Reprise (XIII)","閃きし女剣士","201130102","1","✓","✓"
"XIII","Lightning","","Stoic Warrior","LMR","LMR2","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Guardian Corps Cap (XIII)","ストイックな女剣士","201130103","4","✓","✓"
"XIII","Lightning","","Chosen of Etro","LMR","LMR3","Grants [Attach Holy] at the beginning of the battle","ATK +10","Edged Carbine (XIII)","エトロの騎士","201130104","4","✓","✓"
"XIII","Lightning","","Heir of the Goddess","LMR","LMR4","25% chance to dualcast abilities that deal Holy damage","ATK +10","Goddess's Grace (XIII)","女神を継ぐ者","201130105","4","✓","✓"
"XIII","Lightning","","Bravery: Lightning","LMR++","LMR++1","100% chance to Dualcast every 3rd Lightning/Holy ability & Lightning/Holy Damage +10%; Instant Cast 1 at the start of battle","","Double Saber (XIII)","勇晶・ライトニング ","201130106","","",""
"XIII","Snow","","Fiery Friend","LM","LM1","Reduces damage taken by Ice attacks by 10%","","-","熱き快男児","201130200","","✓","✓"
"XIII","Snow","","Heartening Hero","LM","LM2","Grants [High Sentinel] at the beginning of the battle","","-","明朗快活なヒーロー","201130201","","✓","✓"
"XIII","Snow","","Enduring Resolve","LMR","LMR1","ATK +3% for each hit taken by damaging attacks, up to +35%","ATK +10","Snow's Longcoat (XIII)","不退転の決意","201130202","1","✓","✓"
"XIII","Snow","","Living Free","LMR","LMR2","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","ATK +10","Indomitus (XIII)","自由な生き様","201130203","4","✓","✓"
"XIII","Snow","","NORA Architect","LMR","LMR3","Grants [Attach Ice] at the beginning of the battle","ATK +10","Solaris (XIII)","ノラの大将","201130204","4","✓","✓"
"XIII","Snow","","Fiery Fighter","LMR","LMR4","25% chance to dualcast Monk abilities","ATK +10","Platinum Bangle (XIII)","格闘術に長けた熱血漢","201130205","5","✓","✓"
"XIII","Snow","","Refinement (Snow)","LMR+","LMR+1","Increases Ice damage dealt by 25%","ATK +10","Genji Glove (XIII)","昇華【スノウ】","201130206","","✓","✓"
"XIII","Snow","","Bravery: Snow","LMR++","LMR++1","100% chance to Dualcast every 3rd Ice ability; Instant Cast 3 at the start of battle","","Ice Armlet (XIII)","勇晶・スノウ","201130207","","",""
"XIII","Vanille","","Pulse Prayer","LM","LM1","WHT abilities restore 15% more HP","","-","パルスの祈り","201130300","","✓","✓"
"XIII","Vanille","","Embracing Salvation","LM","LM2","35% chance to dualcast White Magic abilities","","-","救世への決意","201130301","","✓","✓"
"XIII","Vanille","","Gentle Atonement","LMR","LMR1","25% chance to cast an ability (WHT: single, 2.00 magical Holy, DEF/RES -20% (25s)) after using a White Magic ability","MND +10","Rod of Thorns (XIII)","優しき贖罪","201130302","1","✓","✓"
"XIII","Vanille","","Constant Companion","LMR","LMR2","25% chance to grant [Heals +30%] for 10 seconds to the user after using a WHT ability","MND +10","Vanille's Guise (XIII)","穏やかな励まし","201130303","4","✓","✓"
"XIII","Vanille","","Hour of Awakening","LMR","LMR3","35% chance to grant [Quick Cast 1] to the user after using a Support ability","MND +10","Witch's Bracelet (XIII)","目覚めの時","201130304","5","✓","✓"
"XIII","Vanille","","Hastening (Vanille)","LMR+","LMR+1","Grants [Quick Cast 3] after using three White Magic/Support abilities","MND +10","Traveler's Vestment (XIII)","短縮【ヴァニラ】","201130305","","✓","✓"
"XIII","Sazh","","Happy Pappy","LM","LM1","Support abilities deal 15% more damage","","-","陽気な父ちゃん","201130400","","✓","✓"
"XIII","Sazh","","Fatherly Love","LM","LM2","Increases the duration of stat buffs by 40%","","-","息子への想い","201130401","","✓","✓"
"XIII","Sazh","","Struggling Father","LMR","LMR1","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","ATK +10","Sazh's Coat (XIII)","奮闘する父","201130402","1","✓","✓"
"XIII","Sazh","","First-Class Pilot","LMR","LMR2","25% chance to dualcast Machinist abilities","ATK +10","Mythril Bangle (XIII)","一流の飛空艇乗り","201130403","5","✓","✓"
