"Source Type","Source","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","ID","GL","✓"
"Follow-Up Status","Fleeting Instant Follow-Up","","Fleeting Instant","PHY","Single enemy","Physical","4.60","Water, Earth, NE","0.01","6/8/10 single ranged attacks (0.46 each) if the user has Physical Blink 0/1/2, 100% hit rate","Y","Lowest HP% enemy","0","Ninja","30549224","✓","✓"
"Follow-Up Status","Dark Ray Follow-Up","","Dark Ray","PHY","Single enemy","Physical","1.80","Dark, NE","0.01","One single ranged attack (1.80), causes [Imperil Dark 10%] for 15 seconds","Y","Lowest HP% enemy","0","Sharpshooter","30549175","✓","✓"
"Follow-Up Status","Howling Stone Follow-Up","","Howling Stone","BLK","Single enemy","Magical","16.62","Earth, NE","0.01","Six single attacks (2.77 each)","Y","Lowest HP% enemy","0","Black Magic","30541244","✓","✓"
"Follow-Up Status","Torrent Blade Follow-Up","","Torrent Blade","PHY","Single enemy","Physical","2.56","Water, NE","0.01","4/6/8 single ranged attacks (0.32 each) if the user has Physical Blink 0/1/2, 100% hit rate","Y","Lowest HP% enemy","0","Ninja","30549021","✓","✓"
"Follow-Up Status","Awoken Stormborn","","Technical Rush","PHY","Single enemy","Physical","4.32","Lightning, NE","0.01","Six single attacks (0.72 each)","Y","Lowest HP% enemy","0","Celerity","30546019","✓","✓"
"Follow-Up Status","Kindling Rage Mode","","Flame Bomber","PHY","Single enemy","Physical","7.50","Fire, NE","0.01","Fifteen single ranged attacks (0.50 each), 100% hit rate, removes [Kindling Rage Mode] from the user","Y","Lowest HP% enemy","0","Machinist","30549250","✓","✓"
"Follow-Up Status","Heat Reciter Follow-Up","","Heat Reciter","PHY","Single enemy","Physical","1.92","Fire, NE","0.01","Six single ranged attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547031","✓","✓"
"Follow-Up Status","Heaven and Earth Follow-Up","","Heaven and Earth","NAT","Single enemy","","","","0.01","Causes [Imperil Earth 10% (15s)], grants [Buff Earth 10% (15s)] to the user","Y","Lowest HP% enemy","0","Ninja","30549320","✓","✓"
"Follow-Up Status","Assassin's Blade Mode","","Pyre Flame","PHY","Single enemy","Physical","4.50","Fire, NE","0.01","One single attack (4.50) capped at 99999, 100% hit rate","Y","Lowest HP% enemy","0","Samurai","30549216","✓","✓"
"Follow-Up Status","Swirling Storm Follow-Up","","Swirling Storm","PHY","Single enemy","Physical","1.92","Wind, NE","0.01","Six single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Celerity","30546113","✓","✓"
"Follow-Up Status","Awoken Fortune-Teller","","Lucky Moogle Dance","NAT","All allies","","","","0.01","Randomly grants [HP Stock (1500)] (50%) or [HP Stock (3000)] and smart ether 1 (50%)","N","All allies","0","Dancer","30549143","✓","✓"
"Follow-Up Status","Flight of Intrigue Mode","","Rocket Dive","PHY","Single enemy","Physical","6.00","Wind, Fire, NE","0.01","One single ranged attack (6.00) capped at 99999, 100% additional critical chance, 100% hit rate","Y","Lowest HP% enemy","0","Dragoon","30548318","✓","✓"
"Follow-Up Status","Hell Aero Follow-Up","","Hell Aero","NAT","Single enemy","","","","0.01","Causes [Imperil Wind 10% (15s)], causes [Imperil Dark 10% (15s)] if Sephiroth is alive","Y","Lowest HP% enemy","0","Celerity","30546029","✓","✓"
"Follow-Up Status","Deeds Not Words Mode","","Let's Get to Work (Earth/Lightning)","NAT","Self","","","","0.01","Grants [Attach Earth]/[Attach Lightning] if triggering ability deals Earth/Lightning damage, grants [BLK +30% Boost 1]/[BLK +50% Boost 1] if MAG > ATK, otherwise grants [PHY +30% Boost 1]/[PHY +50% Boost 1] if Reno, Elena or Tifa are not alive/alive","Y","Lowest HP% enemy","0","Special","31540178","✓","✓"
"Follow-Up Status","Rookie Mode","","Turks Flurry","PHY","Single enemy","Physical","2.19","Fire, Lightning, NE","0.01","Three single ranged attacks (0.73 each), causes [Imperil Fire 10% (5s)] and [Imperil Lightning 10% (5s)], 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","31540180","✓","✓"
"Follow-Up Status","Lightning Crash Follow-Up","","Lightning Crash","PHY","Single enemy","Physical","3.04","Lightning, NE","0.01","Four single attacks (0.76 each), 100% hit rate, causes [Imperil Lightning 10% (15s)]","Y","Lowest HP% enemy","0","Celerity","31540380","✓","✓"
"Follow-Up Status","Boundless Dreams Follow-Up","","Boundless Dreams","PHY","Single enemy","Physical","2.00","Wind, Holy, NE","0.01","Four single attacks (0.50), 100% additional critical chance, 100% hit rate","Y","Lowest HP% enemy","0","Knight","31540494","✓","✓"
"Follow-Up Status","Inner Exaltation Follow-Up","","Inner Exaltation","NAT","Single enemy","","","","0.01","Causes [Imperil Earth 10% (15s)], grants [Buff Earth 10% (15s)] to the user","Y","Lowest HP% enemy","0","Ninja","31540707","✓","✓"
"Follow-Up Status","Awoken Chosen One","","Mesocyclone","PHY","Single enemy","Physical","4.26","Dark, Fire, NE","0.01","Six single attacks (0.71 each), 100% hit rate","Y","Lowest HP% enemy","0","Samurai","31541157","✓","✓"
"Follow-Up Status","Awoken Ex-SOLDIER","","Spin Drive (VII)","PHY","Single enemy","Physical","4.26","Wind, Dark, NE","0.01","Six single attacks (0.71 each), 100% hit rate, grants [Damage Cap +10000 1] to the user every second cast","Y","Lowest HP% enemy","0","Combat","31541174","✓","✓"
"Follow-Up Status","Awoken Tsviets","","Stormlance Thrust","PHY","Single enemy","Physical","4.32","Lightning, NE","0.01","One single attack (1.32/2.08/2.80/3.56/4.32) capped at 99999, 100% hit rate, causes [Imperil Lightning 10% (15s)]","Y","Lowest HP% enemy","0","Celerity","31541287","✓","✓"
"Follow-Up Status","Dual Awoken Ninja Mode II (Yuffie - Water)","","Dual Freewheeling Eddy","PHY","Single enemy","Physical","4.45","Water, NE","0.01","One single attack (4.45), ignores DEF, 100% hit rate","Y","Lowest HP% enemy","0","Ninja","31541355","✓","✓"
"Follow-Up Status","Dual SOLDIER Mode","","Dual Slash Impact","PHY","Single enemy","Physical","4.45","Wind, NE","0.01","One single attack (4.45) capped at 49999/69999/89999 after 1/2/3 uses, ignores DEF, 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","31541592","✓","✓"
"Follow-Up Status","Dual Awoken Wind Mode II (Zack)","","Dual Tornado Descent","NAT","Single enemy","","","","0.01","Causes [Imperil Wind 10% (5s)], grants [Critical Damage +50% 1] to all allies","N","Lowest HP% enemy","0","Special","31541594","✓","✓"
"Follow-Up Status","Awoken Cetra Strength","","Prayer to Gaia","WHT","All allies","","","","0.01","Restores HP (25), smart ether 1 every third cast","N","All allies","0","White Magic","31541549","✓","✓"
"Follow-Up Status","Dual Awoken Fire Mode II (Barret)","","Dual Shattering Cannon","PHY","Single enemy","Physical","1.80","Fire, NE","0.01","Two single ranged attacks (0.90 each), causes [ATK, DEF, MAG, RES and MND -50% (8s)], grants [Quick Cast 1] to all allies","Y","Lowest HP% enemy","0","Machinist","31541544","✓","✓"
"Follow-Up Status","Awoken Platinum Crusher","","Rock Drive","PHY","Single enemy","Physical","4.32","Earth, NE","0.01","Six single attacks (0.72 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","31541547","✓","✓"
"Follow-Up Status","Dual Awoken Wind Mode II (Cid (VII))","","Dual Wind Jump","PHY","Single enemy","Physical","2.64","Wind, NE","0.01","One single ranged jump attack (2.64) capped at 99999, grants [Buff Wind 10% (15s)] to all allies","Y","Lowest HP% enemy","0","Dragoon","31541697","✓","✓"
"Follow-Up Status","Steadfast Pilot Mode","","Aero Descent","NAT","Single enemy","","","","0.01","Causes [Imperil Wind 10% (15s)], grants [Buff Wind 10% (15s)] to all allies","N","Lowest HP% enemy","0","Dragoon","31541706","✓","✓"
"Follow-Up Status","Dynamite Duo Mode","","Charged Bolt","NAT","Single enemy","Hybrid","","Earth, Lightning, NE","0.01","One single ranged hybrid attack (0.50 or 2.42), grants Pro Mentality +1 (max 10) to the user","Y","Lowest HP% enemy","0","Monk","31541809","✓","✓"
"Follow-Up Status","Awoken Eager Elite Mode","","Sparking Shot","PHY","Single enemy","Physical","4.26","Fire, Lightning, NE","0.01","Six single ranged attacks (0.71 each), grants [Buff Fire 10% (15s)] and [Buff Lightning 10% (15s)] to the user every second cast","Y","Lowest HP% enemy","0","Sharpshooter","31541816","✓","✓"
"Follow-Up Status","Awoken Scarlet Specialist Mode","","EM Shot","NAT","Single enemy","Hybrid","","Lightning, NE","0.01","Six single ranged hybrid attacks (0.72 or 2.44 each), 100% hit rate, grants [Lightning Ability +30% Boost 1] to the user every second cast","Y","Lowest HP% enemy","0","Machinist","31541814","✓","✓"
"Follow-Up Status","Dual Awoken Ex-SOLDIER Mode I (Cloud)","","Dual Darkness Rush","PHY","Single enemy","Physical","2.01","Dark, NE","0.01","Three single attacks (0.67 each), 100% hit rate, grants [Heavy Charge +2] to the user","Y","Lowest HP% enemy","0","Heavy","31541993","","✓"
"Follow-Up Status","Chain Force Mode: Cloud","","Kindred Guidance: Cloud","PHY","Single enemy","Physical","2.05","Wind, Dark, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with [Kindred Guidance: Cloud Uses], 100% hit rate, grants [(Wind/Dark) Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Combat","31542004","","✓"
"Follow-Up Status","Dual Awoken Dark Mode I (Rufus)","","Dual Dark Shot","PHY","Single enemy","Physical","2.04","Dark, NE","0.01","Two single ranged attacks (1.02 each), 100% hit rate, causes [Imperil Dark 10% (15s)] every second activation, grants [Quick Cast 1] to the user every second activation","Y","Lowest HP% enemy","0","Sharpshooter","31541997","","✓"
"Follow-Up Status","Awoken Charismatic Ambition","","Critical Ray","PHY","Single enemy","Physical","4.24","Dark, NE","0.01","Eight single ranged attacks (0.53 each), 100% hit rate, 100% additional critical chance","Y","Lowest HP% enemy","0","Sharpshooter","31542000","","✓"
"Follow-Up Status","Chain Force Mode: Rufus","","Kindred Guidance: Rufus","PHY","Single enemy","Physical","1.28","Dark, NE","0.01","Four single ranged attacks (0.32 each)","Y","Lowest HP% enemy","0","Sharpshooter","31542005","","✓"
"Follow-Up Status","Mako Duet Follow-Up","","Mako Duet","PHY","Single enemy","Physical","","Dark, NE","0.01","Four single ranged attacks (? each)","Y","Lowest HP% enemy","0","Sharpshooter","31520066","","✓"
"Follow-Up Status","Chain Force Mode: Vincent","","Fire Guidance: Vincent","NAT","Single enemy","Hybrid","","Fire, NE","0.01","One single ranged hybrid attack (1.95/2.05 or 3.80/4.20) capped at 99999 scaling with [Fire Guidance: Vincent Uses], 100% hit rate, grants [Fire Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Machinist","31542018","","✓"
"Follow-Up Status","Dual Awoken Earth Mode I (Red XIII)","","Dual Earth Lower","BLK","Single enemy","Magical","16.56","Earth, NE","0.01","Six single attacks (2.76 each), grants [Instant Cast 3] to the user","Y","Lowest HP% enemy","0","Black Magic","31542154","","✓"
"Follow-Up Status","Light of Creation Follow-Up","","Light of Creation","PHY","Single enemy","Physical","3.52","Fire, NE","0.01","One single attack (3.52) capped at 99999, 100% hit rate, grants [Spellblade +30% Boost 1] to the ally who triggered Light of Creation","Y","Lowest HP% enemy","0","Spellblade","31542390","","✓"
"Follow-Up Status","Flames of Doom Follow-Up","","Flames of Doom","PHY","Single enemy","Physical","1.92","Fire, NE","0.01","Six single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","31542393","","✓"
"Follow-Up Status","Chain Force Mode: Genesis","","Fire Guidance: Genesis","PHY","Single enemy","Physical","2.05","Fire, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with [Fire Guidance: Genesis Uses], grants [Fire Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Spellblade","31542388","","✓"
"Follow-Up Status","Zenith Mode: Tifa (Earth)","","Spirit Attack: Tifa (Earth)","PHY","Single enemy","Physical","5.34","Earth, NE","0.01","One single attack (5.34) capped at 99999, 6.00 if exploiting Earth weakness","Y","Lowest HP% enemy","0","Monk","31542447","","✓"
"Follow-Up Status","Chain Force Mode: Tifa","","Earth Guidance: Tifa","PHY","Single enemy","Physical","2.05","Earth, NE","0.01","One single attack (1.95/2.05) capped at 99999, grants [Earth Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Monk","31542449","","✓"
"Follow-Up Status","Chocobo Love Mode","","Giga Flame Follow-Up","BLK","Single enemy","Physical","20.28","Fire, NE","0.01","13 single attacks (1.56 each)","Y","Lowest HP% enemy","0","Black Magic","315424491","","✓"
"Follow-Up Status","SeeD EX Mode","","Shattering Finish","PHY","All enemies","Physical","2.60","Ice, NE","0.01","Four group attacks (0.65 each), 100% hit rate","Y","All enemies","0","Combat","30511677","✓","✓"
"Follow-Up Status","Lion EX Mode","","Renzokuken Ice Fang","PHY","Single enemy","Physical","1.12","Ice, NE","0.01","4/5/6/7/8 single attacks (0.28/0.30/0.32/0.34/0.36 each) scaling with uses, 20/25/30/35/40% additional critical chance","Y","Lowest HP% enemy","0","Spellblade","30547021","✓","✓"
"Follow-Up Status","Heart of the Lion EX Mode","","Renzokuken Fire Fang","PHY","Single enemy","Physical","2.00","Fire, NE","0.01","Five single attacks (0.40 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547112","✓","✓"
"Follow-Up Status","Chosen Sorceress EX Mode","","Angel Wing Ice Mist","BLK","Single enemy","Magical","8.52","Ice, NE","0.01","2/3/4/5/6 single attacks (1.42 each) at rank 1/2/3/4/5 of the triggering ability","Y","Lowest HP% enemy","0","Black Magic","30541120","✓","✓"
"Follow-Up Status","Fiery Fist Follow-Up","","Fiery Fist","PHY","Single enemy","Physical","2.08","Fire, NE","0.01","Four single attacks (0.52 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","30511994","✓","✓"
"Follow-Up Status","Clean Shot Follow-Up","","Clean Shot","PHY","Single enemy","Physical","2.40","Fire, NE","0.01","One single ranged attack (2.40), causes [Crushed DEF and RES -70%] for 8 seconds","Y","Lowest HP% enemy","0","Sharpshooter","30549071","✓","✓"
"Follow-Up Status","Slice Follow-Up","","Slice","BLK","Single enemy","Magical","","Wind, NE","0.01","Randomly deals five (40%) or ten (60%) single attacks (1.56 each)","Y","Lowest HP% enemy","0","Black Magic","30541050","✓","✓"
"Follow-Up Status","Stubborn Blade Follow-Up","","Stubborn Blade","PHY","Single enemy","Physical","3.68","Dark, Fire, NE","0.01","Eight single ranged attacks (0.46 each)","Y","Lowest HP% enemy","0","Darkness","30549669","✓","✓"
"Follow-Up Status","Icy Apocalypse Follow-up","","Icy Apocalypse","BLK","Single enemy","Magical","16.40","Ice, NE","0.01","One single attack (16.40) capped at 99999","Y","Lowest HP% enemy","0","Black Magic","30541321","✓","✓"
"Follow-Up Status","Cruel Blow Follow-up","","Cruel Blow","BLK","Single enemy","Magical","16.15","Wind, Dark, NE","0.01","One single attack (16.15) capped at 99999","Y","Lowest HP% enemy","0","Black Magic","30541351","✓","✓"
"Follow-Up Status","Deblizz Shot Follow-Up","","Deblizz Shot","NAT","Single enemy","","","","0.01","Causes [Imperil Ice 10% (15s)]","Y","Lowest HP% enemy","0","Machinist","30549251","✓","✓"
"Follow-Up Status","Thunderous Call Follow-Up","","Thunderous Call","NAT","All allies","","","","0.01","Grants [Buff Lightning 10% (15s)]","N","All allies","0","Monk","30548428","✓","✓"
"Follow-Up Status","Ice Stalker Follow-Up","","Ice Stalker (Black Magic)","BLK","Single enemy","Magical","4.02","Ice, Dark, NE","0.01","Two single attacks (2.01 each), grants [Magical High Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Black Magic","30541327","✓","✓"
"Follow-Up Status","Ice Stalker Follow-Up","","Ice Stalker (Witch)","BLK","Single enemy","Magical","4.02","Ice, Dark, NE","0.01","Two single attacks (2.01 each), grants [Buff Ice 10% (15s)] to the user","Y","Lowest HP% enemy","0","Black Magic","30541328","✓","✓"
"Follow-Up Status","Awoken Dancer","","Barrier Dance","NAT","All allies","","","","0.01","Grants [10/15/20/30/40% Damage Reduction Barrier 1] at rank 1/2/3/4/5 of the triggering ability to all allies","Y","All allies","0","Dancer","30549045","✓","✓"
"Follow-Up Status","Retsu Follow-Up","","Retsu","BLK","Single enemy","Magical","16.62","Wind, NE","0.01","Six single attacks (2.77 each), grants [Buff Wind 10% (15s)] to all allies","Y","Lowest HP% enemy","0","Black Magic","30541358","✓","✓"
"Follow-Up Status","Angelo Shot Follow-Up","","Angelo Shot","BLK","Single enemy","Magical","16.40","Earth, NE","0.01","One single attack (16.40) capped at 99999","Y","Lowest HP% enemy","0","Black Magic","30541246","✓","✓"
"Follow-Up Status","Starforge Mode","","Grand Apocalypse","BLK","Single enemy","Magical","27.50","Earth, NE","0.01","Two single attacks (13.75 each) capped at 99999, removes [Starforge Mode] from the user","Y","Lowest HP% enemy","0","Black Magic","30541340","✓","✓"
