"Element","Img","Name","Realm","Rarity","HP","ATK","DEF","MAG","RES","MND","SPD","Passive 1","1","Passive 2","2","Passive 3","3","Passive 4","4","Passive 5","5","Passive 6","6","Passive 7","7","Passive 8","8","Passive 9","9","Passive 10","10","Passive 11","11","Passive 12","12","Ultra Skill Img","Magicite Ultra Skill","Type","Auto Target","Formula","Multiplier","Ultra Skill Element","Time","Effects","Counter","Ultra Skill Name (JP)","Cooldown","Duration","ID","✓"
"Prismatic","","Raiden (Ultra Magic) (Poison)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Poison","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000261",""
"Prismatic","","Crusader (Ultra Attack) (Fire)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Fire","15","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000262",""
"Prismatic","","Crusader (Ultra Attack) (Ice)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Ice","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000263",""
"Prismatic","","Crusader (Ultra Attack) (Lightning)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Lightning","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000264",""
"Prismatic","","Crusader (Ultra Attack) (Earth)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Earth","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000265",""
"Prismatic","","Crusader (Ultra Attack) (Wind)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Wind","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000266",""
"Prismatic","","Crusader (Ultra Attack) (Water)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Water","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000267",""
"Prismatic","","Crusader (Ultra Attack) (Holy)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Holy","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000268",""
"Prismatic","","Crusader (Ultra Attack) (Dark)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Dark","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000269",""
"Prismatic","","Crusader (Ultra Attack) (Poison)","-","","6390","321","275","271","275","275","336","World's End Diversion","15","World's End Seal: Poison","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single ranged attacks (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・攻","0.01","8.00","161000270",""
"Prismatic","","Crusader (Ultra Magic) (Fire)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Fire","15","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000271",""
"Prismatic","","Crusader (Ultra Magic) (Ice)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Ice","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000272",""
"Prismatic","","Crusader (Ultra Magic) (Lightning)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Lightning","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000273",""
"Prismatic","","Crusader (Ultra Magic) (Earth)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Earth","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000274",""
"Prismatic","","Crusader (Ultra Magic) (Wind)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Wind","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000275",""
"Prismatic","","Crusader (Ultra Magic) (Water)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Water","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000276",""
"Prismatic","","Crusader (Ultra Magic) (Holy)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Holy","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Dark Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000277",""
"Prismatic","","Crusader (Ultra Magic) (Dark)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Dark","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000278",""
"Prismatic","","Crusader (Ultra Magic) (Poison)","-","","6390","271","275","321","275","275","336","World's End Diversion","15","World's End Seal: Poison","15","[World's End Seal: Fire Slot]","-","[World's End Seal: Ice Slot]","-","[World's End Seal: Wind Slot]","-","[World's End Seal: Earth Slot]","-","[World's End Seal: Lightning Slot]","-","[World's End Seal: Water Slot]","-","[World's End Seal: Holy Slot]","-","[World's End Seal: Dark Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Cleansing Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","Three single attacks (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】天地崩壊・魔","0.01","8.00","161000279",""
"Prismatic","","Atomos (Ultra Attack)","-","","6212","308","268","269","268","268","202","Suction Diversion","15","[Suction Seal: Fire Slot]","","[Suction Seal: Ice Slot]","-","[Suction Seal: Wind Slot]","-","[Suction Seal: Earth Slot]","-","[Suction Seal: Lightning Slot]","-","[Suction Seal: Water Slot]","-","[Suction Seal: Holy Slot]","-","[Suction Seal: Dark Slot]","-","[Suction Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra G-Force 199 Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Limit Break Gauge +250] to the user","N","【契】重力物体199・攻","0.01","15.00","161000280",""
"Prismatic","","Atomos (Ultra Magic)","-","","6212","269","268","308","268","268","202","Suction Diversion","15","[Suction Seal: Fire Slot]","","[Suction Seal: Ice Slot]","-","[Suction Seal: Wind Slot]","-","[Suction Seal: Earth Slot]","-","[Suction Seal: Lightning Slot]","-","[Suction Seal: Water Slot]","-","[Suction Seal: Holy Slot]","-","[Suction Seal: Dark Slot]","-","[Suction Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra G-Force 199 Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Limit Break Gauge +250] to the user","N","【契】重力物体199・魔","0.01","15.00","161000281",""
