"Character","Realm","Season","Group","Name","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Fixed Passive Effects","Random Passive Effects","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL"
"Lulu","X","2","F","Onion Knight","Doll","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Ice/Lightning/Water +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21334011","✓"
"Lulu","X","2","F","Soul of Thamasa","Bracer","","","S","50","0","117","60","100","0","0","105","Empower Healing 5%
Prismatic damage +20%","Ice/Lightning/Water Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","79","49","45","","","105","S","99","","155","70","155","","","105","22356389","✓"
"Lulu","X","2","F","Lulu's Necklace","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380170","✓"
"Auron","X","4","N","Masamune","Katana","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21303148","✓"
"Auron","X","4","N","Overlord","Bracer","","","S","50","70","117","0","100","0","0","105","Precise Strike 5
Prismatic damage +20%","Fire Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","61","79","","45","","","105","S","99","79","155","","155","","","105","22356392","✓"
"Auron","X","4","N","Auron's Jug","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380101","✓"
"Tidus","X","5","3","Ultima Weapon","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Water +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21330009",""
"Tidus","X","5","3","Tidus's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strike 5
Prismatic damage +20%","Water Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353086",""
"Tidus","X","5","3","Tidus's Necklace","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380118",""
"Kimahri","X","5","3","Longinus","Spear","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Water +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21306195",""
"Kimahri","X","5","3","Gauntlet","Bracer","","","S","50","70","117","0","100","0","0","105","Precise Strike 5
Prismatic damage +20%","Water Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","61","79","","45","","","105","S","99","79","155","","155","","","105","22356390",""
"Kimahri","X","5","3","Kimahri's Necklace","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380547",""
"Yuna","X","6","1","Nirvana","Rod","","","S","50","0","0","258","0","258","95","0","Hand of Vengeance 5
Prismatic damage +20%","Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","165","95","","S","99","","","350","","350","95","","21308340",""
"Yuna","X","6","1","Summoner's Clothing","Light Armor","","","S","50","0","122","39","122","39","0","100","Empower Healing 5%
Prismatic damage +20%","Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","26","50","26","","100","S","99","","194","52","194","52","","100","22353148",""
"Yuna","X","6","1","Yuna's Earrings","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380230",""
"Jecht","X","6","1","Sin's Fang","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302146",""
"Jecht","X","6","1","Jecht's Bandana","Hat","","","S","50","49","101","0","143","0","0","105","Precise Strike 5
Prismatic damage +20%","Fire/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","61","","76","","","105","S","99","62","140","","210","","","105","22351065",""
"Jecht","X","6","1","Gambler's Soul","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380577",""
"Seymour","X","6","1","Seymour's Rod","Rod","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21308126",""
"Seymour","X","6","1","Seymour's Guise","Light Armor","","","S","50","0","122","49","122","0","0","100","Empower Healing 5%
Prismatic damage +20%","Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","36","50","","","100","S","99","","194","62","194","","","100","22353129",""
"Seymour","X","6","1","Seymour's Necklace","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380629",""
"Lion","XI","2","F","Lust Dagger","Dagger","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Water +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21301096","✓"
"Lion","XI","2","F","Gaia Doublet","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strike 5
Prismatic damage +20%","Water Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353145","✓"
"Lion","XI","2","F","Bitter Earring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380394","✓"
"Prishe","XI","2","G","Sainti","Fist","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Ice/Lightning +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21307086","✓"
"Prishe","XI","2","G","Ginhaku Togi","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strike 5
Prismatic damage +20%","Ice/Lightning Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353507","✓"
"Prishe","XI","2","G","Rabbit Charm","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380256","✓"
"Curilla","XI","2","H","Excalibur","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302674","✓"
"Curilla","XI","2","H","Royal Guard's Shield","Shield","","","S","50","49","161","0","102","0","0","112","Precise Strike 5
Prismatic damage +20%","Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","100","","57","","","112","S","99","62","221","","147","","","112","22350120","✓"
"Curilla","XI","2","H","Victory Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380304","✓"
"Lilisette","XI","3","K","Cermet Knife","Dagger","","","S","50","257","0","0","0","134","48","48","Hand of Vengeance 5
Prismatic damage +20%","Weakness +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","163","","","","93","95","","S","99","350","","","","175","","95","21301124","✓"
"Lilisette","XI","3","K","Dancer's Casaque","Light Armor","","","S","50","39","122","0","122","39","0","100","Empower Healing 5%
Prismatic damage +20%","Dancer Ability Healing +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","26","50","","50","26","","100","S","99","52","194","","194","52","","100","22353247","✓"
"Lilisette","XI","3","K","Horizon Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380303","✓"
"Ayame","XI","4","Q","Kosetsusamonji","Katana","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Ice +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21303146","✓"
"Ayame","XI","4","Q","Hachiman Domaru","Heavy Armor","","","S","50","49","165","0","115","0","0","105","Precise Strike 5
Prismatic damage +20%","Ice Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","96","","75","","","105","S","99","62","233","","155","","","105","21303146","✓"
"Ayame","XI","4","Q","Peacock Charm","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","22354133","✓"
"Arciela","XI","6","2","Taming Sari","Dagger","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Ice/Lightning/Water/Wind +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21301244",""
"Arciela","XI","6","2","Pristine Hair Ribbon","Hat","","","S","50","0","101","60","143","0","0","105","Empower Healing 5%
Prismatic damage +20%","Ice/Lightning/Water/Wind Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","61","49","76","","","105","S","99","","140","70","210","","","105","22351297",""
"Arciela","XI","6","2","Book of Sweets","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380660",""
"Shantotto","XI","6","2","Iridal Staff","Staff","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Lightning +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21309072",""
"Shantotto","XI","6","2","Tactician Magician's Coat","Light Armor","","","S","50","0","122","49","122","0","0","100","Empower Healing 5%
Prismatic damage +20%","Lightning Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","36","50","","","100","S","99","","194","62","194","","","100","22353117",""
"Shantotto","XI","6","2","Ugarepi Pendant","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380637",""
"Naja","XI","6","2","Morgenstern","Hammer","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Earth +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21305046",""
"Naja","XI","6","2","Nashira Manteel","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strike 5
Prismatic damage +20%","Earth Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353437",""
"Naja","XI","6","2","Spike Earrings","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380302",""
"Aphmau","XI","6","2","Jadagna","Staff","","","S","50","0","0","129","0","258","95","0","Empower Healing 5%
Prismatic damage +20%","WHT Heals +1/2/3/4/5%
Quick Cast 3/4/5%
Grants [MND +10% (8s)]/[MND +20% (8s)]/[MND +30% (8s)] at the beginning of the battle","S","50","","","83","","165","95","","S","99","","","175","","350","95","","21309103",""
"Aphmau","XI","6","2","Vivacity Coat","Light Armor","","","S","50","0","122","0","122","49","0","100","Max HP +5%
Prismatic damage +20%","White Magic +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","","50","36","","100","S","99","","194","","194","62","","100","22353146",""
"Aphmau","XI","6","2","Guignol Earrings","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380639",""
"Zeid","XI","6","2","Balmung","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302549",""
