"Realm","Character","Img","Name","Tier","SB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID","Anima","GL","✓"
"VII","Cid (VII)","","Dynamite Gale","AASB","AASB2","PHY","Single enemy","Physical","9.00","Wind, NE","2.50","Fifteen single ranged jump attacks (0.60 each), grants [Attach Wind with Stacking], [Awoken Dragoon], [Damage Cap +10000] and [Steadfast Pilot Mode] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Rebel Lance (VII)","ダイナマイトゲイル","20830012","","✓","✓"
"VII","Cid (VII)","","Zenith D Boost","ZSB","ZSB1","PHY","Single enemy","Physical","6.30","Wind, NE","2.50","Seven single ranged jump attacks (0.90 each) capped at 19999, grants [Attach Wind 3 with Stacking], [Zenith Mode], [Zenith Mode: Cid (VII) (Wind)] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Highwind (VII)","究極Dブースト","20830013","","","✓"
"VII","Cid (VII)","","Woven Bond: Cid (VII)","LBC","LBC1","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single ranged jump attacks (0.80 each) capped at 19999, activates VII Chain (max 150, field +0%) or adds 25 to the current VII Chain maximum limit, grants [Chain Force Mode: Cid (VII)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Dragon Whisker (VII)","紡絆・シド(VII)","20830014","","","✓"
"VII","Cid (VII)","","Ready to Intercept!","Glint+","Glint+2","NAT","Self","","","","0.01","Grants [Quick Cast 3] and [Soul Break Gauge +250]","N","Self","0","ATK +10","","Brigandine (VII)","迎撃準備完了！","20830015","","","✓"
"VII","Cid (VII)","","Radiant Dragon","CASB","CASB1","PHY","Single enemy","Physical","","Wind, NE","2.50","7 single-target Wind/NE jump attacks (0.90 each) at Cap Break Level 1, En-Wind, En-Wind Stack, Cap Break Level 1 & Crystal Mode to user
Crystal Mode: Wind Ability Boost, Dualcast Wind, Zero Hone Cost to Wind Abilities & 25% DEF/RES Pierce
Crystal Force I/II: Single-target Wind/NE jump attack (10.0) at True Cap Break Level 1, Instant Cast, Wind Damage +20% for 5 seconds to party, [Cap Break Level 1, Quick Wind, Dualcast Wind, Quick ATB & 50% DEF/RES Pierce] for 1 turn to user","N","Lowest HP% enemy","500","","","Magic Lance (VII)","耀光ドラゴンモッド","20830016","","",""
"VII","Cid (VII)","","Roaring Vacuum Jump","ASB","ASB1","PHY","Single enemy","Physical","","Wind, NE","0.01","5 single-target Wind/NE jump attacks (0.80 each), Instant Cast, Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Wind Ability High Boost & Instant Jump","N","Lowest HP% enemy","250","","","Abel's Lance (VII)","轟・バキュームジャンプ","20830017","","",""
"VII","Cid (VII)","","Awoken Big Brawl","DASB","DASB2","PHY","Single enemy","Physical","","Wind, NE","2.50","7 single-target Wind/NE jump attacks (0.90 each) at Cap Break Level 1, En-Wind, En-Wind Stack, Cap Break Level 1 & Dual Awoken Dragoon Mode I to user, Wind Ability Damage +3% to party
Dual Awoken Dragoon Mode I: Dragoon Ability Boost, Triplecast Dragoon & chases 2 Dragoon abilities with single-target minor Imperil Wind for 5 seconds","N","Lowest HP% enemy","500","","","Blue Jacket (VII)","覚醒大乱闘","20830018","","",""
"VII","Cid (VII)","","Awoken Big Brawl (Dual Shift)","DASB","DASB2","NAT","Self","","","","0.01","Instant ATB 1 & Dual Awoken Dragoon Mode II to user, Instant Cast & Zero SB Cost
Dual Awoken Dragoon Mode II: Dragoon Ability Boost, Instant Dragoon & chases a Dragoon ability with Quick Wind to party","N","Self","0","","","Blue Jacket (VII)","覚醒大乱闘","20830018","","",""
"VII","Cid (VII)","","Dragon Tempest (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","En- Wind, En-Wind Stack, Cap Break Level 1 & True Arcane Augment Mode to user, Instant Cast & Zero SB Cost
True Arcane Augment Mode: Cap Break 1/2 for Dragon Tempest if at least 100001/300001 damage is dealt","N","Self","0","","","Gae Bolg (VII)","ドラゴンテンペスト","20830020","","",""
"VII","Cid (VII)","","Dragon Tempest","ADSB","ADSB1","PHY","Single enemy","Physical","","Wind, NE","2.50","20 single-target Wind/NE jump attacks (1.20 each) & single-target Wind/NE Overflow jump attack (12.0), removes True Arcane Augment Mode","N","Lowest HP% enemy","750","","","Gae Bolg (VII)","ドラゴンテンペスト","20830020","","",""
"VII","Cid (VII)","","Wind Bond (Cid (VII))","CSB+","CSB+1","NAT","","","","","0.01","Activates Wind Limit Chain (150) & 50% Wind Field, Imperil Wind 10/20/30% for 5 seconds to all targets with 0/2/4 En-Wind members, ATK +50% to party, Instant Cast 1 to user","N","","0","","","Halberd (VII)","風絆【シド(VII)】","20830023","","",""
"VII","Cid (VII)","","Starry Powered Rocket","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Wind/NE jump attacks + minor DeProtect for 5 seconds, Hero Boost +30/35/40/45/50% to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Wind/NE jump attack at True Cap Break Level 1 + DeProtect 30% for 5 seconds, Instant Cast 1 to user, removes Master Mode","N","Self","750","","","Venus Gospel (VII)","極星パワードロケット","20830024","","",""
"VII","Cid (VII)","","Soul Drive: Cid (VII)","LBSD","LBSD1","NAT","Self","","","","0.01","Soul Drive Mode & Instant ATB 1 to user
Soul Drive Mode: -1 SB Gauge Cost, Instant SB Cast, Cap Break Level 1 to SB & SB Damage +50%; Grants Instant ATB 1 to user after casting SB, removes Soul Drive Mode","N","Self","250","","","Wyvern's Lance (VII)","SD・シド(VII)","20830025","","",""
"VII","Cid (VII)","","Woven Bond: Cid (VII) (Fated)","LBC","LBC2","PHY","Single enemy","Physical","","Wind, NE","0.01","10 single-target ump attacks at Cap Break Level 1, activates Dragoon Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using Wind abilities, chases with 6 single-target Wind/NE jump attacks (max 2 chases)","N","Lowest HP% enemy","250","","","Aegis Armlet (VII)","紡絆・シド(VII)天命","20830026","","",""
"VII","Cid (VII)","","Continuous Flash: Cid (VII)","Glint++","Glint++1","NAT","All allies","","","","0.01","Grants [ATK and MND +15%, DEF and RES +25% (8s)], grants [200% ATB 1] and [Instant Cast 1] to the user","N","All allies","0","","","Sonic Lance (VII)","連閃・シド(VII)","20830027","","",""
"VII","Cid (VII)","","War-Awoken Overstratos","TASB","TASB1","NAT","Self","","","","0.01","Grants Tactical Awoken Mode & +500 ATK to user
Tactical Awoken Mode: Wind Ability Boost, Triplecast Wind, Unlimited Wind Hones, Cap Break Level 1 to Wind Abilities, Wind Ability Damage +30% & ATB Speed x1.1 to Wind Abilities; Ends after using 8 Wind abilities
TP Max: AOE Wind/NE jump attack at True Cap Break Level 1","N","Self","500","","WS DMG/WS TBDC1","Pandoran Spear (VII)","戦醒ストラトスオーバー","20830029","","",""
"VII","Cid (VII)","","War-Awoken Overstratos (Weapon Skill)","TASB","TASB1","PHY","Single enemy","Physical","","Wind, NE","0.01","One single piercing jump attack at True Cap Break Level 1, grants [Instant ATB 1], [Instant Cast 1] to user;
During Tactical Awoken Mode, Cap Break Level 2 & ATB Speed x1.2 to Wind Abilities, and Weapon Skill Blue/Gold if at least 0/2 allies have En-Wind
WS Blue: [Dualcast Wind 3, Instant Wind 3 & Weakness Damage +30% for 3 turns to user]
WS Gold: [Surging Power +30% for 6 turns to party]","N","Lowest HP% enemy","0","","WS DMG/WS TBDC1","Pandoran Spear (VII)","戦醒ストラトスオーバー","20830029","","",""
"VII","Cid (VII)","","Burst Break: Cid (VII) (Break Glint)","Buster","Buster1","PHY","Single enemy","Physical","","Fire, Ice, Lighting, Earth, Wind, Water, Holy, Dark, Poison, NE","0.01","One single Overflow jump attack, grants En-Wind Super Stack, Burst Strike, [Instant ATB 1] to user
Burst Strike: After using Wind abilities, chases with 6 single-target Wind/NE jump attacks (max 5 chases)","N","Lowest HP% enemy","0","","DMG/Usage/Usage","Calamity Spear (VII)","烈破・シド(VII)","20830030","","",""
"VII","Cid (VII)","","Burst Break: Cid (VII) (Break Arte)","Buster","Buster1","PHY","Single enemy","Physical","","Wind, NE","0.01","One single Overflow jump attack, grants [Instant ATB 1] to user","N","Lowest HP% enemy","50","","DMG/Usage/Usage","Calamity Spear (VII)","烈破・シド(VII)","20830030","","",""
"VII","Cid (VII)","","Super Flash (Cid (VII))","LBG+","LBG+1","NAT","Self","","","","0.01","Grants Ultra Flash, [Instant ATB 1] to user, +1 LB Gauge
Ultra Flash: After using a Wind ability, grants Quick Cast 3 to party (max 1 chase)","N","Self","0","","DRB1","Lufenian Jacket (VII)","超閃【シド(VII)】","20830031","","",""
"VII","Reno","","Electrostatic Rod","Default","Default","PHY","Single enemy","Physical","1.40","Lightning","3.00","One single attack (1.40), causes [Stop] (16%)","N","Random enemy without status","250","","","-","電磁ロッド","20920001","","✓","✓"
"VII","Reno","","Turk Light","SB","SB1","BLK","All enemies","Magical","7.25","Lightning","3.00","One group attack (7.25), causes [Paralyze] (40%)","N","All enemies","250","","","Telescopic Baton (VII)","タークス光線","20920002","1","✓","✓"
"VII","Reno","","Pyramid","SB","SB2","BLK","All enemies","Magical","7.60","-","3.00","One group attack (7.60), causes [Silence] (70%) and [Stop] (70%)","N","All enemies","250","","","Reno's Goggles (VII)","ピラミッド","20920003","1","✓","✓"
"VII","Reno","","Turk Bombshell","SSB","SSB1","NAT","All enemies","Magical","14.40","-","2.75","Three group attacks (4.80 each), causes [Silence] (100%) and [Sleep] (100%)","N","All enemies","500","MAG +10","","Light Rod (VII)","タークス特製爆弾","20920004","1","✓","✓"
"VII","Reno","","Turk Triad","BSB","BSB1","PHY","All enemies","Physical","4.92","Lightning, NE","2.50","Six group ranged attacks (0.82 each), grants [Haste], [Attach Lightning] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Shinra Bombshell (VII)","トリニティタークス光線","20920005","1","✓","✓"
"VII","Reno","","Turk Special","USB","USB1","NAT","Single enemy","Hybrid","","Lightning, NE","2.50","Ten single hybrid ranged attacks (0.71 or 1.70 each), grants [ATK and DEF +30%] or [DEF and MAG +30%] for 25 seconds, [Attach Lightning], [Quick Cast 1] and [Lightning Quick Cycle] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","","Enhanced Pierce Rod (VII)","タークス・フルコース","20920006","1","✓","✓"
"VII","Reno","","Pyramid Pinnacle","USB","USB2","NAT","Single enemy","Hybrid","","Lightning","2.50","Ten single hybrid ranged attacks (0.72 or 1.73 each), grants [Attach Lightning], [Black Magic, Machinist +30% Boost (15s)] and [Brave Mode] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","","Imperial Guard (VII)","ピラミッド・マキシマム","20920007","3","✓","✓"
"VII","Reno","","Overpowered Rod","AOSB","AOSB1","NAT","Single enemy","Hybrid","","Lightning","2.50","Three single hybrid ranged attacks (8.00 or 26.50 each) capped at 99999","N","Lowest HP% enemy","750","ATK +5, MAG +5","Damage Up, SB Gauge Down","Gold Rod (VII)","オーバースペックロッド","20920008","5","✓","✓"
"VII","Reno","","Chain of Thunder","CSB","CSB1","NAT","All allies","","","","2.50","Activates Lightning Chain (max 99, field +20%)","N","All allies","500","","","Power Rod (VII)","チェインオブサンダー","20920009","2","✓","✓"
"VII","Reno","","Our Day Off","SASB","SASB1","NAT","Single enemy","Hybrid","","Lightning, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [Attach Lightning 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and Off Duty +1 to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Thunder Rod (VII)","今日は非番だ、と","20920010","10","✓","✓"
"VII","Reno","","Pyramid Tetra","LBO","LBO1","NAT","Single enemy","Hybrid","","Lightning","2.50","Four single hybrid ranged attacks (1.00 or 3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF and RES, 100% additional critical chance, causes [ATK and MAG -50% (8s)], grants [50% Damage Reduction Barrier 1] to all allies","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Modified Full Metal Staff (VII)","ピラミッド・テトラ","20920011","10","✓","✓"
"VII","Reno","","Electro Rod Mark II","AASB","AASB1","NAT","Single enemy","Hybrid","","Lightning, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [Attach Lightning], [Overflow Lightning Radiant Shield: 75%], [Awoken Lightning], [Damage Cap +10000], [Quick Cast] and [Electrostatic Mode] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Turks Ballistic Vest (VII)","電気ロッド・マーク２","20920012","11","✓","✓"
"VII","Reno","","Electro Rod Charge","Glint+","Glint+1","NAT","Self","","","","0.01","Grants [Attach Lightning with Stacking] and [Instant Cast 1]","N","Self","0","ATK +5, MAG +5","","Goggle Mask (VII)","電気ロッド・チャージ","20920013","6","✓","✓"
"VII","Reno","","Awoken Turk Light","DASB","DASB1","NAT","Single enemy","Hybrid","","Lightning, NE","2.50","Seven single ranged hybrid attacks (0.90 or 3.05 each) capped at 19999, grants [Critical Chance +50% (25s)] or [MAG and RES +30% (25s)], [Attach Lightning with Stacking], [Damage Cap +10000], [Dual Awoken Lightning Mode I (Reno)] and [Lightning Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Spark Rod (VII)","覚醒タークス光線","20920014","","✓","✓"
"VII","Reno","","Awoken Turk Light (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Lightning Mode II (Reno)]","N","Self","0","","","Spark Rod (VII)","覚醒タークス光線","20920014","","✓","✓"
"VII","Reno","","Plasma Light","AASB","AASB2","NAT","Single enemy","Hybrid","","Lightning, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [ATK, DEF, MAG and RES +30% (25s)] to all allies, grants [Attach Lightning with Stacking], [Awoken Scarlet Specialist Mode], [Damage Cap +10000] and [Quick Cast] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Ringmail (VII)","プラズマ光線","20920016","","✓","✓"
"VII","Reno","","Stun Pyramid","Glint+","Glint+2","NAT","All enemies","","","","0.01","Cause [DEF, RES and MND -70% (8s)], grants [Instant Cast 1] to the user","N","All enemies","0","ATK +5, MAG +5","","Ochre Armlet (VII)","スタンピラミッド","20920017","9","✓","✓"
"VII","Reno","","Apex Pyramid (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Attach Lightning with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Reno], [Apex Pyramid Damage Tracker] and [Apex Pyramid Level]","N","Self","0","","Stat Boon","Lightning Rod (VII)","ピラミッド・極","20920018","","","✓"
"VII","Reno","","Apex Pyramid","ADSB","ADSB1","NAT","Single enemy","Hybrid","","Lightning, NE","2.50","Twenty single hybrid attacks (1.00/1.10 or 3.15/3.50 each) capped at 9999/19999, followed by one single attack (10.00/11.00 or 34.60/38.06) capped at 99999 at Apex Pyramid level 0/1, removes Arcane Dyad Empowered: Reno from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Lightning Rod (VII)","ピラミッド・極","20920018","","","✓"
"VII","Reno","","Zenith Turk Special","ZSB","ZSB1","NAT","Single enemy","Hybrid","","Lightning, NE","2.50","Seven single hybrid attacks (? or ? each) capped at 19999, grants [Attach Lightning 3 with Stacking], [Damage Cap +10000], [Zenith Mode], [Zenith Mode: Reno]","N","Lowest HP% enemy","500","","","Millennium Rod (VII)","究極T・フルコース","20920021","","",""
"VII","Reno","","Divine Might: Reno","OZSB","OZSB1","NAT","Single enemy","Hybrid","","Lightning","2.50","Seven single ranged hybrid attacks (?/?/?/? or ?/?/?/? each) capped at 19999/29999/49999/59999, followed by three single ranged piercing hybrid attacks (? or ? each) capped at 99999. Multiplier/cap requirements: 0-2/3-4/5+ Lightning abilities on allies/5+ Lightning abilities on allies and 2+ allies with Attach Lightning","N","Lowest HP% enemy","250","","","Mirage Vest (VII)","神威・レノ","20920022","","",""
"VII","Reno","","EM Rod Combo","AASB","AASB3","NAT","Single enemy","Hybrid","","Lightning, NE","2.50","Fifteen single hybrid ranged attacks (? or ? each), grants [Attach Lightning with Stacking], [Damage Cap +10000], [Awoken Lightning Mode], and [Electromagnetic Rush Follow-Up] to the user
Awoken Lightning Mode: Unlimited Lightning Hones, Lightning Ability Boost & Dualcast Lightning
Electromagnetic Rush: After using Lightning abilities, chases with 6 single-target Lightning/NE ranged hybrid attacks, every 2 chases inflict single-target minor Imperil Lightning & grants Lightning Ability Damage +30% for 1 turn to user","N","Lowest HP% enemy","500","ATK +5, MAG +5","","Spark Rod (VII)","電磁ロッド・コンボ","20920023","","",""
